tennis_racket;racket, sports_equipment;a racket used to play tennis
tent;;temporary accommodation which can be easily dismantled and which is portable
tequila;liquor, alcohol, drink;mexican liquor made from fermented juices of an agave plant
thermometer;;measuring instrument for measuring temperature
thermos_bottle;bottle, container;vacuum flask that preserves temperature of hot or cold drinks
thermostat;control;a regulator for automatically regulating temperature by starting or stopping the supply of heat
thimble;tool;a small metal cap to protect the finger while sewing- can be used as a small container
thread;;a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
thumbtack;office_supplies;a tack for attaching papers to a bulletin board or drawing board
tiara;jewelry, fashion_accessory;a jeweled headdress worn by women on formal occasions
tick;invertebrate, animal;any of two families of small parasitic arachnids with barbed proboscis- feed on blood of warm-blooded animals
tie;clothing, fashion_accessory;neckwear consisting of a long narrow piece of material worn under a collar and tied in knot at the front
tiger;carnivore, mammal, animal;large feline of forests in most of asia having a tawny coat with black stripes
tights_(clothing);clothing;skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls
timer;;a timepiece that measures a time interval and signals its end
tinfoil;;foil made of tin or an alloy of tin and lead
tinsel;fashion_accessory;a showy decoration that is basically valueless
tire;auto_part;hoop that covers a wheel
tissue_paper;;a soft thin (usually translucent) paper
toast_(food);bread, baked_goods, food;slice of bread that has been toasted
toaster;kitchen_appliance, home_appliance, kitchenware;a kitchen appliance (usually electric) for toasting bread
toaster_oven;kitchen_appliance, home_appliance, kitchenware;kitchen appliance consisting of a small electric oven for toasting or warming food
tobacco_pipe;;a tube with a small bowl at one end- used for smoking tobacco
toilet;plumbing_fixture;a plumbing fixture for defecation and urination
toilet_paper;tissue_paper, bathroom_accessory;a soft thin absorbent paper for use in toilets
tomato;vegetable, food;mildly acid red or yellow pulpy fruit eaten as a vegetable
tongs;tool;any of various devices for taking hold of objects- usually have two hinged legs with handles above and pointed hooks below
tool;;physical item that can be used to achieve a goal
toolbox;container;a box or chest or cabinet for holding hand tools
toothbrush;tool;small brush- has long handle- used to clean teeth
toothpaste;cleansing_agent;a dentifrice in the form of a paste
toothpick;;pick consisting of a small strip of wood or plastic- used to pick food from between the teeth
torch;tool;a light usually carried in the hand- consists of some flammable substance (stick with a flaming end used as a source of light)
tortilla;food;thin unleavened pancake made from cornmeal or wheat flour
tortoise;turtle, reptile, animal;usually herbivorous land turtles having clawed elephant-like limbs- worldwide in arid area except australia and antarctica
tote_bag;luggage_and_bags;a capacious bag or basket
tow_truck;truck, motor_vehicle,  vehicle;a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones)
towel;bathroom_accessory;a rectangular piece of absorbent cloth (or paper) for drying or wiping
towel_rack;;a rack consisting of one or more bars on which towels can be hung
tower;building;a structure taller than its diameter- can stand alone or be attached to a larger building
toy;;a device regarded as providing amusement
tractor_(farm_equipment);motor_vehicle, land_vehicle, vehicle;a wheeled vehicle with large wheels- used in farming and other applications
traffic_light;;a device to control vehicle traffic often consisting of three or more lights
traffic_sign;street_sign;plate with instructions (warning, prohibitory, mandatory, ...) used to control traffic on the road
trailer_truck;truck, motor_vehicle, land_vehicle, vehicle;a truck consisting of a tractor and trailer together
train;land_vehicle, vehicle;public or private transport provided by a line of railway cars coupled together and drawn by a locomotive
training_bench;sports_equipment;weight training apparatus
trampoline;sports_equipment;gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame
trash_can;container;a bin that holds rubbish until it is collected
tray; tableware, kitchenware;an open receptacle for holding or displaying or serving articles or food
treadmill;sports_equipment;an exercise device consisting of an endless belt on which a person can walk or jog without changing place
tree;plant;a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown- includes both gymnosperms and angiosperms
tree_house;building;a playhouse built in the branches of a tree
trench_coat;raincoat, coat, clothing;a military style raincoat- belted with deep pockets
triangle_(musical_instrument);musical_instrument;a percussion instrument consisting of a metal bar bent in the shape of an open triangle
tricycle;land_vehicle,vehicle;a vehicle with three wheels that is moved by foot pedals
tripod;tool;a three-legged rack used for support
trombone_(musical_instrument);musical_instrument;a brass instrument consisting of a long tube whose length can be varied by a u-shaped slide
trophy_cup;award;a metal award or cup-shaped vessel with handles that is awarded as a trophy to a competition winner
trousers;clothing;a garment extending from the waist to the knee or ankle, covering each leg separately
truck;motor_vehicle,  vehicle, land_vehicle;an automotive vehicle suitable for hauling
truffle_(chocolate);candy, food;creamy chocolate candy
trumpet_(musical_instrument);musical_instrument;a brass musical instrument with a narrow tube and a flared bell and many valves
trunk;luggage_and_bags;luggage consisting of a large strong case used when traveling or for storage
turban;clothing;a traditional headdress consisting of a long scarf wrapped around the head
turkey;bird, animal;large gallinaceous bird with fan-shaped tail- widely domesticated for food (genus of birds)
turkey_(food);food;flesh of large domesticated fowl usually roasted
turnip;food, plant;widely cultivated plant having a large fleshy edible white or yellow root
turtle;animal, reptile;any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming
turtleneck_(clothing);sweater, shirt, clothing;a sweater or jersey with a high close-fitting collar
tux;clothing;semiformal evening dress for men
typewriter;printer;hand-operated character printer for printing written messages one character at a time
umbrella;fashion_accessory;a lightweight handheld collapsible canopy
underdrawers;clothing;underpants worn by men
underwear;clothing;undergarment worn next to the skin and under the outer garments
unicycle;land_vehicle, vehicle;a vehicle with a single wheel that is driven by pedals
urinal;plumbing_fixture;a plumbing fixture (usually attached to the wall) used by men to urinate
urn;vase, jar, container;a large vase that usually has a pedestal or feet
vacuum_cleaner;home_appliance;an electrical home appliance that cleans by suction
van;car, motor_vehicle, land_vehicle,vehicle;covered transportation vehicle
vase;jar, container;an open jar of glass or porcelain used as an ornament or to hold flowers
vat;container;a large vessel for holding or storing liquids
vegetable;food;edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant
vehicle;;a conveyance that transports people or objects
veil;fashion_accessory;a garment that covers the head or face
vending_machine;;a slot machine for selling goods
vent;;a hole for the escape of gas or air
vest;clothing;a man's sleeveless garment worn underneath a coat
videotape;;a video recording made on magnetic tape
vinegar;condiment, food;sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative
violin_(musical_instrument);musical_instrument;bowed stringed instrument that is the highest member of the violin family
visor;;a brim that projects to the front to shade the eyes
vodka;liquor, alcohol, drink;unaged colorless liquor originating in russia
volleyball;ball, sports_equipment;an inflated ball used in playing volleyball
vulture_(bird);bird, animal;any of various large birds of prey having naked heads and weak claws and feeding chiefly on carrion
waffle;baked_goods, food;pancake batter baked in a waffle iron
waffle_iron;kitchen_appliance, home_appliance, kitchenware;a kitchen appliance for baking waffles
wagon; land_vehicle, vehicle;any of various kinds of wheeled vehicles drawn by an animal or a tractor
wagon_wheel;wheel;a wheel of a wagon
walking_cane;walking_stick;a stick that people can lean on to help them walk
walking_stick;;a stick carried in the hand for support in walking
wall_clock;clock, furniture;a clock mounted on a wall
wallet;;a pocket-size case for holding papers and paper money
walrus;mammal, animal;either of two large northern marine mammals having ivory tusks and tough hide over thick blubber
wardrobe;furniture;a tall piece of furniture that provides storage space for clothes- has a door and rails or hooks for hanging clothes
washbasin;sink, plumbing_fixture;a bathroom sink that is permanently installed and connected to a water supply and drainpipe- where you can wash your hands and face
washing_machine;home_appliance;a home appliance for washing clothes and linens automatically
waste_container;container;container that holds waste
watch;fashion_accessory;a small, portable timepiece
water_bottle;bottle, container;a bottle for holding water
water_cooler;;a device for cooling and dispensing drinking water
water_faucet;faucet, plumbing_fixture, control;a faucet for drawing water from a pipe or cask
water_gun;;plaything consisting of a toy pistol that squirts water
water_heater;heater,  home_appliance;a heater and storage tank to supply heated water
water_jug;jug, container;a jug that holds water
water_scooter;watercraft, vehicle;a motorboat resembling a motor scooter (not a surfboard or water ski)
water_ski;sports_equipment;broad ski for skimming over water towed by a speedboat (do not mark water)
water_tower;tank_(storage_vessel), container;a large reservoir for water
watercraft;vehicle;a craft designed for water transportation (vehicles that are intended for locomotion on or in the water)
watering_can;container;a container with a handle and a spout with a perforated nozzle- used to sprinkle water over plants
watermelon;melon, fruit, food;large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp
weapon;;any instrument or instrumentality used in fighting or hunting
weathervane;;mechanical device attached to an elevated structure- rotates freely to show the direction of the wind
webcam;camera;a digital camera designed to take digital photographs and transmit them over the internet
wedding_cake;cake, baked_goods, food;a rich cake with two or more tiers and covered with frosting and decorations- served at a wedding reception
wedding_ring;ring, jewelry, fashion_accessory;a ring given to the bride and/or groom at the wedding
wet_suit;clothing, sports_equipment ;a close-fitting garment made of a permeable material- worn in cold water to retain body heat
whale;marine_mammal, mammal, animal;any of the larger cetacean mammals having a streamlined body and breathing through a blowhole on the head
wheel;auto_part;a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle
wheelchair;vehicle;a movable chair mounted on large wheels
whipped_cream;food;cream that has been beaten until light and fluffy
whisk;kitchen_utensil, kitchenware, tool;a mixer incorporating a coil of wires- used for whipping eggs or cream (kitchen utensil used for mixing and/or whipping ingredients)
whistle_(musical_instrument);musical_instrument;a small wind instrument that produces a whistling sound by blowing into it
whiteboard;office_supplies;surface for nonpermanent markings
wig;fashion_accessory;hairpiece covering the head and made of real or synthetic hair
willow;tree, plant;any of numerous deciduous trees and shrubs of the genus salix
wind_chime;;a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle
windmill;;a mill or turbine that is powered by wind
window;;a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
window_blind;;a blind for privacy or to keep out light
window_box_(for_plants);box, container;a container for growing plants on a windowsill
windshield_wiper;;a mechanical device that cleans the windshield
windsock;;a truncated cloth cone mounted on a mast/pole- shows wind direction
wine;drink;fermented juice (of grapes especially)
wine_bottle;bottle, container;a bottle for holding wine
wine_bucket;bucket, container;a bucket of ice used to chill a bottle of wine
wine_glass;glass_(drink_container),  tableware, kitchenware;a glass that has a stem and in which wine is served
wine_rack;furniture;equipment for the organized storage of wine bottles
winter_melon;squash_(vegetable), vegetable, food;species of plant, winter melon
wok;pan_(for_cooking), kitchen_utensil, kitchenware;pan with a convex bottom- used for frying in chinese cooking
wolf;carnivore, mammal, animal;a wild carnivorous mammal of the dog family, living and hunting in packs
woman;person;an adult female person (as opposed to a man)
woodburning_stove;home_appliance;type of stove
wooden_leg;;a prosthesis that replaces a missing leg
wooden_spoon;spoon, kitchen_utensil, tableware;a spoon made of wood
woodpecker_(bird);bird, animal;bird with strong claws and a stiff tail adapted for climbing and a hard chisel-like bill for boring into wood for insects
worm;invertebrate, animal;any of numerous relatively small elongated soft-bodied animals especially of the phyla annelida and chaetognatha and nematoda and nemertea and platyhelminthes- also many insect larvae
wreath;flower_arrangement;an arrangement of flowers, leaves, or stems fastened in a ring
wrench;tool;a hand tool that is used to hold or twist a nut or bolt
wristband;;band consisting of a part of a sleeve that covers the wrist
wristlet;;a band or bracelet worn around the wrist
yacht;watercraft, vehicle;an expensive vessel propelled by sail or power and used for cruising or racing
yogurt;food;a custard-like food made from curdled milk
yoke_(animal_equipment);;gear joining two animals at the neck- not egg yolk
zebra;mammal, animal;any of several fleet black-and-white striped african equines
zucchini;vegetable, squash_(vegetable), food;small cucumber-shaped vegetable marrow- typically dark green
